,name,ticker,equityType,sicSector,sicIndustry,ticker_classification
151401,SIMPSON MANUFACTURING CO INC,SSD,Domestic Common Stock,Manufacturing,Cutlery Handtools & General Hardware,mid
151465,SIMS METAL MANAGEMENT LTD,SMSMY,ADR Common Stock,Wholesale Trade,Wholesale-Misc Durable Goods,mid
151467,SIMULATIONS PLUS INC,SLP,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,mid
151529,HONGLI CLEAN ENERGY TECHNOLOGIES CORP,HGLI,Domestic Common Stock,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),small
151532,SINOHUB INC,SIHI,Domestic Common Stock,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,small
151533,SINOPEC SHANGHAI PETROCHEMICAL CO LTD,SHIIY,ADR Common Stock,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,mid
151544,SIRNA THERAPEUTICS INC,RNAI,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
151585,SIRENZA MICRODEVICES INC,SMDI,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
151593,SIRF TECHNOLOGY HOLDINGS INC,SIRF,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
151612,SIRVA INC,SIRV,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Transportation Services,mid
151623,SIRTRIS PHARMACEUTICALS INC,SIRT,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
151643,SITEL CORP,SWW,Domestic Common Stock,Services,Services-Business Services Nec,mid
151663,SITO MOBILE LTD,SITOQ,Domestic Common Stock,Services,Services-Business Services Nec,small
151664,SIPEX CORP,SIPX,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
151707,SIX FLAGS ENTERTAINMENT CORP,SIXFQ,Domestic Common Stock,Services,Services-Miscellaneous Amusement & Recreation,mid
151738,6D GLOBAL TECHNOLOGIES INC,SIXD,Domestic Common Stock,Services,Services-Management Consulting Services,small
151739,SIZELER PROPERTY INVESTORS INC,SIZ1,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
151755,SIZMEK INC,SZMK,Domestic Common Stock,Services,Services-Advertising,mid
151829,SKILLSOFT CORP,SKIL1,Domestic Common Stock,Services,Services-Prepackaged Software,small
151834,SKY FINANCIAL GROUP INC,SKYF,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
151855,SKYLINE CHAMPION CORP,SKY,Domestic Common Stock,Manufacturing,Mobile Homes,mid
151913,SKYMALL INC,SKYM,Domestic Common Stock,Retail Trade,Retail-Catalog & Mail-Order Houses,small
151914,SKYWEST INC,SKYW,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Scheduled,mid
152042,SKILLSOFT LTD,SKIL2,Domestic Common Stock,Services,Services-Prepackaged Software,mid
152048,SMART & FINAL INC,SMF1,Domestic Common Stock,Wholesale Trade,Wholesale-Groceries & Related Products,mid
152070,UPHONIAINC,UPHN,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
152071,SMARTDISK CORP,SMDK,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
152072,SMARTHEAT INC,HEAT2,Domestic Common Stock,Manufacturing,Heating Equipment Except Electric & Warm Air Furnaces,small
152076,SMART TECHNOLOGIES INC,SMT,ADR Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
152080,SMITH & NEPHEW PLC,SNN,ADR Common Stock,Manufacturing,Orthopedic Prosthetic & Surgical Appliances & Supplies,mid
152174,SMARTFINANCIAL INC,SMBK,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
152176,SMART SAND INC,SND,Domestic Common Stock,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),small
152179,SMITH INTERNATIONAL INC,SII1,Domestic Common Stock,Manufacturing,Oil & Gas Field Machinery & Equipment,mid
152218,SMITH MICRO SOFTWARE INC,SMSI,Domestic Common Stock,Services,Services-Prepackaged Software,mid
152244,SMITH CHARLES E RESIDENTIAL REALTY INC,SRW,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
152248,SMITHFIELD FOODS INC,SFD,Domestic Common Stock,Manufacturing,Meat Packing Plants,mid
152289,SMITHKLINE BEECHAM PLC,SBH1,ADR Common Stock,Manufacturing,Pharmaceutical Preparations,mid
152294,SMITHTOWN BANCORP INC,SMTB,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
152309,SMITHWAY MOTOR XPRESS CORP,SMXC,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Trucking (No Local),small
152310,J M SMUCKER CO,SJM,Domestic Common Stock Primary Class,Manufacturing,Canned Fruits Veg Preserves Jams & Jellies,large
152378,SMURFIT STONE CONTAINER CORP,SSCCQ,Domestic Common Stock,Manufacturing,Paperboard Mills,mid
152408,SMURFIT-STONE CONTAINER CORP,SSCC,Domestic Common Stock,Manufacturing,Paperboard Mills,small
152409,SNYDER COMMUNICATIONS INC,SNC1,Domestic Common Stock Primary Class,Services,Services-Business Services Nec,small
152411,SNAP-ON INC,SNA,Domestic Common Stock,Manufacturing,Cutlery Handtools & General Hardware,large
152482,SNAP INC,SNAP,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,small
152483,SNYDER'S-LANCE INC,LNCE,Domestic Common Stock,Manufacturing,Cookies & Crackers,mid
152511,CHEMICAL & MINING CO OF CHILE INC,SQM,ADR Common Stock,Mining,Mining & Quarrying Of Nonmetallic Minerals (No Fuels),mid
152541,SOCKET MOBILE INC,SCKT,Domestic Common Stock,Manufacturing,Electronic Computers,small
152542,SOFTWARE COM INC,SWCM,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,small
152544,SOFTWORKS INC,SWRX,Domestic Common Stock,Services,Services-Prepackaged Software,small
152545,SOHUCOM LTD,SOHU,ADR Common Stock,Services,Services-Computer Processing & Data Preparation,mid
152585,SOLA INTERNATIONAL INC,SOL1,Domestic Common Stock,Manufacturing,Ophthalmic Goods,mid
152661,SOLAREDGE TECHNOLOGIES INC,SEDG,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
152664,SOLECTRON CORP,SLR,Domestic Common Stock,Manufacturing,Printed Circuit Boards,mid
152695,SOLEXA INC,SLXA,Domestic Common Stock,Manufacturing,Laboratory Analytical Instruments,small
152733,SOLITARIO RESOURCES CORP,XPL,Domestic Common Stock,Mining,Gold And Silver Ores,small
152763,SOLTA MEDICAL INC,SLTM,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,mid
152772,SOMANETICS CORP,SMTS1,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,mid
152784,SOMAXON PHARMACEUTICALS INC,SOMX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
152794,SOMERA COMMUNICATIONS INC,SMRA,Domestic Common Stock,Wholesale Trade,Wholesale-Electronic Parts & Equipment Nec,mid
152801,SONAT INC,SNT1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,small
152803,SONDE RESOURCES CORP,SOQDF,Canadian Common Stock,Mining,Crude Petroleum & Natural Gas,small
152804,SONG NETWORKS HOLDING AB,SONW,ADR Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),small
152869,SONIC AUTOMOTIVE INC,SAH,Domestic Common Stock,Retail Trade,Retail-Auto Dealers & Gasoline Stations,mid
152934,SONIC FOUNDRY INC,SOFO,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,mid
152937,SONIC SOLUTIONS,SNIC,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,mid
152966,SONICBLUE INC,SBLUQ,Domestic Common Stock,Manufacturing,Computer Communications Equipment,small
152972,SONICWALL INC,SNWL,Domestic Common Stock,Services,Services-Business Services Nec,mid
153006,SONOCO PRODUCTS CO,SON,Domestic Common Stock,Manufacturing,Paperboard Containers & Boxes,large
153075,SONOSITE INC,SONO1,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,mid
153114,SONY GROUP CORP,SONY,ADR Common Stock,Manufacturing,Household Audio & Video Equipment,mid
153145,SOPHIRIS BIO INC,SPHS,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
153148,SORRENTO THERAPEUTICS INC,SRNEQ,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
153225,SOTHERLY HOTELS INC,SOHO,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Real Estate Investment Trusts,small
153227,FANG HOLDINGS LTD,SFUNY,ADR Common Stock,Services,Services-Computer Processing & Data Preparation,mid
153231,SOURCE INTERLINK COMPANIES INC,SORCQ,Domestic Common Stock,Services,Services-Direct Mail Advertising Services,mid
153276,SOUTH FINANCIAL GROUP INC,TSFG,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
153310,SOUTH JERSEY INDUSTRIES INC,SJI,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,mid
153385,SOUTHDOWN INC,SDW,Domestic Common Stock,Manufacturing,Cement Hydraulic,mid
153460,SOUTHERN COMMUNITY FINANCIAL CORP,SCMF,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
153465,SOUTHERN COPPER CORP,SCCO,Domestic Common Stock,Mining,Metal Mining,mid
153503,SOUTHERN FINANCIAL BANCORP INC,SFFB,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
153507,SOUTHERN FIRST BANCSHARES INC,SFST,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
153514,SOUTHERN MISSOURI BANCORP INC,SMBC,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
153520,PRIMIS FINANCIAL CORP,FRST,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
153526,SOUTHERN UNION CO,SUG,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,mid
153566,SOUTHSIDE BANCSHARES INC,SBSI,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
153614,SOUTHTRUST CORP,SOTR,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
153707,SOUTHWEST BANCORP INC,OKSB,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
153757,AMEGY BANCORPORATION INC,ABNK1,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
153773,SOUTHWEST GAS HOLDINGS INC,SWX,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmisison & Distribution,mid
153837,SOUTHWALL TECHNOLOGIES INC,SWTX1,Domestic Common Stock,Manufacturing,Unsupported Plastics Film & Sheet,small
153838,SOUTHWEST WATER CO,SWWC,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Water Supply,mid
153869,SOUTHWESTERN ENERGY CO,SWN,Domestic Common Stock Primary Class,Mining,Crude Petroleum & Natural Gas,large
153930,SOVEREIGN BANCORP INC,SOV,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,National Commercial Banks,mid
153965,SPACELABS MEDICAL INC,SLMD,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
153967,SPANISH BROADCASTING SYSTEM INC,SBSAA,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,mid
153996,SPANSION INC,SPSNQ,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
154021,VIA RENEWABLES INC,VIA,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,mid
154031,SPARK NETWORKS INC,LOV1,Domestic Common Stock,Services,Services-Business Services Nec,mid
154047,SHYFT GROUP INC,SHYF,Domestic Common Stock,Manufacturing,Motor Vehicles & Passenger Car Bodies,mid
154088,SPARTANNASH CO,SPTN,Domestic Common Stock,Wholesale Trade,Wholesale-Groceries General Line,mid
154102,SPARTECH CORP,SEH,Domestic Common Stock,Manufacturing,Miscellaneous Plastics Products,mid
154145,SPARTON CORP,SPA,Domestic Common Stock,Manufacturing,Printed Circuit Boards,mid
154162,SPATIALIGHT INC,SPLT,Domestic Common Stock,Manufacturing,Photographic Equipment & Supplies,small
154169,SPECIALTY EQUIPMENT COMPANIES INC,SEC,Domestic Common Stock,Manufacturing,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,small
154171,SPECIALTY LABORATORIES INC,SP1,Domestic Common Stock,Services,Services-Medical Laboratories,mid
154186,SPECTRA ENERGY CORP,SE1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmisison & Distribution,large
154226,SPECTRA  PHYSICS INC,SPLI,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,small
154228,SPECTRALINK CORP,SLNK,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,mid
154246,SPECTRIAN CORP,SPCT,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,small
154287,SPECTRASITE INC,SITE1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,small
154293,SPECTRUM CONTROL INC,SPEC1,Domestic Common Stock,Manufacturing,Electronic Components Nec,mid
154299,SPECTRASITE INC,SSI1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Communications Services Nec,mid
154304,SPECTRUM PHARMACEUTICALS INC,SPPI,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
154341,SPECTRUM BRANDS HOLDINGS INC,SPB1,Domestic Common Stock,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,mid
154363,SPEECHWORKS INTERNATIONAL INC,SPWX,Domestic Common Stock,Services,Services-Prepackaged Software,small
154373,SPEED COMMERCE INC,SPDC,Domestic Common Stock,Wholesale Trade,Wholesale-Computers & Peripheral Equipment & Software,small
154379,SPEEDWAY MOTORSPORTS INC,TRK,Domestic Common Stock,Services,Services-Racing Including Track Operation,mid
154437,SPHERE 3D CORP,ANY,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
154438,SFN GROUP INC,SFN1,Domestic Common Stock,Services,Services-Help Supply Services,mid
154471,SPIEGEL INC,SPGLQ,Domestic Common Stock,Retail Trade,Retail-Catalog & Mail-Order Houses,small
154476,SPIEKER PROPERTIES INC,SPK1,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
154483,SPINNAKER EXPLORATION CO,SKE1,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
154505,SPIRIT REALTY CAPITAL INC,SFC,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
154571,SPIRE INC,SR,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,mid
154577,SPIRIT REALTY CAPITAL INC,SRC,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Operators Of Nonresidential Buildings,mid
154593,SPLASH TECHNOLOGY HOLDINGS INC,SPLH,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,small
154617,SPOK HOLDINGS INC,SPOK,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,mid
154630,SPORTSMANS GUIDE INC,SGDE,Domestic Common Stock,Retail Trade,Retail-Catalog & Mail-Order Houses,small
154631,SPORT HALEY INC,SPORQ,Domestic Common Stock,Manufacturing,Men'S & Boys' Furnishgs Work Clothg & Allied Garments,small
154632,SPORTSLINE COM INC,SPLN,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,small
154633,SPORTS AUTHORITY INC,TSA1,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
154637,SPORTS AUTHORITY INC,TSA,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
154647,SPORTSMAN'S WAREHOUSE HOLDINGS INC,SPWH,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
154662,SPRINGS INDUSTRIES INC,SMI1,Domestic Common Stock,Manufacturing,Broadwoven Fabric Mills Cotton,mid
154740,SPRINT CORP,S2,Domestic Common Stock Primary Class,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),mid
154772,BLOCK INC,SQ,Domestic Common Stock,Services,Services-Prepackaged Software,mid
154783,STATS CHIPPAC LTD,STTSY,ADR Common Stock,Manufacturing,Semiconductors & Related Devices,small
154784,SS&C TECHNOLOGIES INC,SSNC1,Domestic Common Stock,Services,Services-Prepackaged Software,mid
154797,STAAR SURGICAL CO,STAA,Domestic Common Stock,Manufacturing,Ophthalmic Goods,mid
154886,STAG INDUSTRIAL INC,STAG,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
154974,STANCORP FINANCIAL GROUP INC,SFG,Domestic Common Stock,Finance Insurance And Real Estate,Accident & Health Insurance,mid
155033,STANDARD COMMERCIAL CORP,STW,Domestic Common Stock,Wholesale Trade,Wholesale-Farm Product Raw Materials,mid
155047,STANDARD MICROSYSTEMS CORP,SMSC,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
155090,STANDARD MOTOR PRODUCTS INC,SMP,Domestic Common Stock,Manufacturing,Motor Vehicle Parts & Accessories,mid
155146,STANDARD REGISTER CO,SRCTQ,Domestic Common Stock,Manufacturing,Manifold Business Forms,mid
155190,STANDEX INTERNATIONAL CORP,SXI,Domestic Common Stock,Manufacturing,Refrigeration & Service Industry Machinery,mid
155254,HG HOLDINGS INC,STLY,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
155310,STANLEY INC,SXE1,Domestic Common Stock,Services,Services-Computer Integrated Systems Design,mid
155333,STARBASE CORP,SBAS,Domestic Common Stock,Services,Services-Prepackaged Software,small
155337,STAPLES INC,SPLS,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,large
155409,STAR MARITIME ACQUISITION CORP,SEA1,Domestic Common Stock,Finance Insurance And Real Estate,Blank Checks,small
